DISTRICT,YEAR,MONTH,FORTNIGHT,MEAN_TEMP,RAINFALL,HUMIDITY,WIND_SPEED,TEMP_RISE,RAINFALL_DEFICIT,HUMIDITY_DEFICIT,WIND_EXCESS,PREDICTED_TRIGGER,SUM_INSURED,PREMIUM_RATE,FARMER_PREMIUM,GOVT_PREMIUM,TOTAL_PREMIUM,PAYOUT_AMOUNT
Ahmednagar,2019,1,1,21.311,0,21.396,1.563333333,0,20,13.604,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2019,1,2,20.8821875,0,30.519375,2.10375,0,25,9.480625,0,YES,10000,0.02,20,180,200,5000
Ahmednagar,2019,2,1,23.45533333,0,32.61266667,2.164666667,0,30,12.38733333,0,YES,10000,0.02,20,180,200,5000
Ahmednagar,2019,2,2,26.02269231,0.01,24.92307692,1.976153846,0.022692308,34.99,25.07692308,0,YES,10000,0.02,20,180,200,5000
Ahmednagar,2019,3,1,26.35266667,0,27.61266667,2.214,0,40,27.38733333,0,YES,10000,0.02,20,180,200,5000
Ahmednagar,2019,3,2,29.638125,0.09,18.335625,2.084375,0.638125,44.91,41.664375,0,YES,10000,0.02,20,180,200,5000
Ahmednagar,2019,4,1,31.8,1.89,22.34733333,2.330666667,0,0,0,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2019,4,2,32.07233333,0.42,23.14466667,2.897333333,0,0,0,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2019,5,1,31.12166667,0,35.30533333,3.650666667,0,0,0,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2019,5,2,33.09625,0.04,30.57375,3.756875,0,0,0,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2019,6,1,32.26033333,11.5,46.524,4.148,4.260333333,33.5,13.476,0,YES,10000,0.02,20,180,200,5000
Ahmednagar,2019,6,2,28.77566667,43.17,65.67333333,4.277333333,0,6.83,0,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2019,7,1,26.82033333,35.5,75.982,5.304,0,19.5,0,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2019,7,2,27.186875,59.9,75.84875,4.3725,0,0.1,0,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2019,8,1,26.167,51.14,80.386,5.867333333,0,13.86,0,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2019,8,2,26.7753125,40.62,75.20125,3.57375,0,29.38,0,0,YES,10000,0.02,20,180,200,5000
Ahmednagar,2019,9,1,26.122,53.35,81.10466667,4.136,0,1.65,0,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2019,9,2,25.96633333,110.29,81.698,2.366666667,0,0,0,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2019,10,1,25.351,54.62,78.468,1.731333333,0,0,0,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2019,10,2,23.82,136.16,84.914375,2.28375,0,0,0,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2019,11,1,23.55833333,15.14,79.62266667,1.566,0,19.86,0,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2019,11,2,21.645,0,76.72,1.823333333,0,30,0,0,YES,10000,0.02,20,180,200,5000
Ahmednagar,2019,12,1,22.291,0.49,74.066,1.88,0,24.51,0,0,YES,10000,0.02,20,180,200,5000
Ahmednagar,2019,12,2,21.613125,0.66,72.3975,1.9725,0,19.34,0,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2020,1,1,20.471,0.16,66.65333333,2.047333333,0,19.84,0,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2020,1,2,21.65,0,55.158125,1.850625,0,25,0,0,YES,10000,0.02,20,180,200,5000
Ahmednagar,2020,2,1,23.086,0.33,49.316,2.195333333,0,29.67,0,0,YES,10000,0.02,20,180,200,5000
Ahmednagar,2020,2,2,25.60178571,0.1,28.65,1.842857143,0,34.9,21.35,0,YES,10000,0.02,20,180,200,5000
Ahmednagar,2020,3,1,25.39633333,1.69,39.08933333,2.664666667,0,38.31,15.91066667,0,YES,10000,0.02,20,180,200,5000
Ahmednagar,2020,3,2,29.3184375,18.58,35.02625,1.96375,0.3184375,26.42,24.97375,0,YES,10000,0.02,20,180,200,5000
Ahmednagar,2020,4,1,31.02566667,0.35,27.638,1.928666667,0,0,0,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2020,4,2,32.63233333,0.24,25.986,2.394,0,0,0,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2020,5,1,32.933,13.04,32.29133333,2.630666667,0,0,0,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2020,5,2,32.7275,1.36,37.790625,3.8025,0,0,0,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2020,6,1,27.35933333,119.49,70.358,3.296,0,0,0,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2020,6,2,26.895,182.98,79.39,2.792666667,0,0,0,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2020,7,1,26.2,70.57,81.28733333,4.115333333,0,0,0,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2020,7,2,26.06625,91.72,81.56375,2.506875,0,0,0,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2020,8,1,25.879,77.31,84.00533333,4.612666667,0,0,0,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2020,8,2,25.328125,47.83,84.8925,4.1,0,22.17,0,0,YES,10000,0.02,20,180,200,5000
Ahmednagar,2020,9,1,26.37666667,137.75,82.10466667,1.641333333,0,0,0,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2020,9,2,24.92433333,96.82,87.50066667,2.296,0,0,0,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2020,10,1,25.10766667,115.93,83.092,2.043333333,0,0,0,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2020,10,2,24.52,74.83,81.21625,1.565,0,0,0,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2020,11,1,21.39,0,75.52866667,1.752666667,0,35,0,0,YES,10000,0.02,20,180,200,5000
Ahmednagar,2020,11,2,22.57766667,0.78,79.31733333,1.788666667,0,29.22,0,0,YES,10000,0.02,20,180,200,5000
Ahmednagar,2020,12,1,21.04533333,1.21,70.70466667,1.588666667,0,23.79,0,0,YES,10000,0.02,20,180,200,5000
Ahmednagar,2020,12,2,19.8421875,0,66.811875,1.599375,0,20,0,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2021,1,1,22.507,10.87,72.31333333,1.588,0.507,9.13,0,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2021,1,2,22.6459375,0,54.766875,1.319375,0,25,0,0,YES,10000,0.02,20,180,200,5000
Ahmednagar,2021,2,1,22.035,0,35.436,1.560666667,0,30,9.564,0,YES,10000,0.02,20,180,200,5000
Ahmednagar,2021,2,2,24.79230769,4.03,41.51384615,1.973846154,0,30.97,8.486153846,0,YES,10000,0.02,20,180,200,5000
Ahmednagar,2021,3,1,27.76566667,0,23.04733333,1.403333333,0,40,31.95266667,0,YES,10000,0.02,20,180,200,5000
Ahmednagar,2021,3,2,29.84875,2.22,23.7325,1.694375,0.84875,42.78,36.2675,0,YES,10000,0.02,20,180,200,5000
Ahmednagar,2021,4,1,30.53966667,5.78,29.49666667,1.884,0,0,0,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2021,4,2,31.30533333,2.64,27.732,2.010666667,0,0,0,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2021,5,1,31.37866667,15.96,42.04666667,1.938666667,0,0,0,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2021,5,2,29.3525,47.24,62.845625,4.34,0,0,0,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2021,6,1,28.06333333,77.13,72.11133333,3.462,0.063333333,0,0,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2021,6,2,26.95166667,51.18,75.924,4.224666667,0,0,0,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2021,7,1,26.951,55.65,75.99066667,3.289333333,0,0,0,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2021,7,2,26.3053125,53.45,79.5,5.54625,0,6.55,0,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2021,8,1,27.124,5.2,73.47,4.158,0,59.8,0,0,YES,10000,0.02,20,180,200,5000
Ahmednagar,2021,8,2,25.616875,96.86,79.656875,2.748125,0,0,0,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2021,9,1,25.64333333,109.12,83.80666667,3.504666667,0,0,0,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2021,9,2,25.355,102.28,82.82333333,2.746,0,0,0,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2021,10,1,25.65066667,60.81,82.35266667,1.504,0,0,0,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2021,10,2,23.1475,9.4,74.238125,1.875625,0,30.6,0,0,YES,10000,0.02,20,180,200,5000
Ahmednagar,2021,11,1,22.64766667,4.02,76.85933333,2.115333333,0,30.98,0,0,YES,10000,0.02,20,180,200,5000
Ahmednagar,2021,11,2,23.951,10.67,77.946,2.21,0,19.33,0,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2021,12,1,21.15333333,27.95,78.154,1.951333333,0,0,0,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2021,12,2,20.28375,1.57,64.50375,1.55375,0,18.43,0,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2022,1,1,20.98166667,0.68,68.81333333,1.868,0,19.32,0,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2022,1,2,20.104375,0,49.52625,1.8675,0,25,0,0,YES,10000,0.02,20,180,200,5000
Ahmednagar,2022,2,1,22.30933333,0,36.946,1.724666667,0,30,8.054,0,YES,10000,0.02,20,180,200,5000
Ahmednagar,2022,2,2,25.46,0,31.36692308,1.519230769,0,35,18.63307692,0,YES,10000,0.02,20,180,200,5000
Ahmednagar,2022,3,1,27.70266667,1.98,26.33866667,1.966,0,38.02,28.66133333,0,YES,10000,0.02,20,180,200,5000
Ahmednagar,2022,3,2,30.48875,0.02,20.015,2.363125,1.48875,44.98,39.985,0,YES,10000,0.02,20,180,200,5000
Ahmednagar,2022,4,1,31.433,0.09,21.33133333,1.779333333,0,0,0,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2022,4,2,32.47033333,1.54,25.58933333,2.636666667,0,0,0,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2022,5,1,32.649,0.14,35.02,3.721333333,0,0,0,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2022,5,2,31.5603125,6.66,47.724375,4.511875,0,0,0,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2022,6,1,30.261,24.2,54.36533333,3.740666667,2.261,20.8,5.634666667,0,YES,10000,0.02,20,180,200,5000
Ahmednagar,2022,6,2,27.28033333,140.87,72.91733333,3.51,0,0,0,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2022,7,1,25.494,104.51,82.69266667,5.622,0,0,0,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2022,7,2,25.751875,61.26,81.65625,3.685625,0,0,0,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2022,8,1,25.35466667,120.23,83.79666667,4.546,0,0,0,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2022,8,2,25.6690625,28.25,80.635,3.63,0,41.75,0,0,YES,10000,0.02,20,180,200,5000
Ahmednagar,2022,9,1,25.80933333,133.56,84.59733333,2.300666667,0,0,0,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2022,9,2,24.72833333,62.5,84.28933333,2.832666667,0,0,0,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2022,10,1,24.60033333,88.72,84.64,2.340666667,0,0,0,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2022,10,2,22.2115625,53.68,77.61375,2.033125,0,0,0,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2022,11,1,21.21533333,0,74.43266667,1.770666667,0,35,0,0,YES,10000,0.02,20,180,200,5000
Ahmednagar,2022,11,2,20.203,0.01,73.32733333,1.642666667,0,29.99,0,0,YES,10000,0.02,20,180,200,5000
Ahmednagar,2022,12,1,21.65,9.86,73.946,1.806,0,15.14,0,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2022,12,2,22.0953125,0,62.68375,1.466875,0,20,0,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2023,1,1,20.13633333,0,56.85,1.705333333,0,20,0,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2023,1,2,22.0128125,4.55,52.640625,1.73125,0,20.45,0,0,YES,10000,0.02,20,180,200,5000
Ahmednagar,2023,2,1,23.51666667,0,28.11266667,1.972666667,0,30,16.88733333,0,YES,10000,0.02,20,180,200,5000
Ahmednagar,2023,2,2,25.74,0,18.15769231,1.749230769,0,35,31.84230769,0,YES,10000,0.02,20,180,200,5000
Ahmednagar,2023,3,1,27.15933333,4.92,28.28133333,1.825333333,0,35.08,26.71866667,0,YES,10000,0.02,20,180,200,5000
Ahmednagar,2023,3,2,25.7365625,9.73,44.19,2.435625,0,35.27,15.81,0,YES,10000,0.02,20,180,200,5000
Ahmednagar,2023,4,1,29.266,7,35.542,2.128666667,0,0,0,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2023,4,2,30.44633333,28.67,34.59,2.118,0,0,0,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2023,5,1,30.01666667,10.78,45.924,2.434,0,0,0,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2023,5,2,32.20125,1.89,36.31375,3.574375,0,0,0,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2023,6,1,31.44133333,10.3,48.828,4.568666667,3.441333333,34.7,11.172,0,YES,10000,0.02,20,180,200,5000
Ahmednagar,2023,6,2,28.904,34.69,62.796,5.396666667,0,15.31,2.204,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2023,7,1,26.76833333,81.14,77.40933333,4.646,0,0,0,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2023,7,2,26.0796875,75.03,80.900625,5.77125,0,0,0,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2023,8,1,26.39533333,10.83,76.41066667,5.042666667,0,54.17,0,0,YES,10000,0.02,20,180,200,5000
Ahmednagar,2023,8,2,27.020625,14.86,73.350625,3.86375,0,55.14,1.649375,0,YES,10000,0.02,20,180,200,5000
Ahmednagar,2023,9,1,27.01533333,42.42,75.16866667,3.876666667,0,12.58,0,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2023,9,2,26.312,120.45,80.96466667,2.814666667,0,0,0,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2023,10,1,25.82466667,16.24,71.86466667,1.998,0,28.76,0,0,YES,10000,0.02,20,180,200,5000
Ahmednagar,2023,10,2,25.0984375,0.46,62.39125,1.830625,0,39.54,0,0,YES,10000,0.02,20,180,200,5000
Ahmednagar,2023,11,1,24.567,5.31,64.43066667,1.819333333,0,29.69,0,0,YES,10000,0.02,20,180,200,5000
Ahmednagar,2023,11,2,24.34433333,34.29,62.59266667,2.012666667,0,0,0,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2023,12,1,22.81833333,6.48,67.67533333,1.937333333,0,18.52,0,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2023,12,2,21.876875,0,49.68875,2.065625,0,20,0,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2024,1,1,23.58566667,5.37,47.438,1.924,1.585666667,14.63,0,0,NO,10000,0.02,20,180,200,0
Ahmednagar,2024,1,2,22.28875,0,33.238125,1.7725,0,25,6.761875,0,YES,10000,0.02,20,180,200,5000
Ahmednagar,2024,2,1,24.998,0.01,31.51,1.763333333,0,29.99,13.49,0,YES,10000,0.02,20,180,200,5000
Ahmednagar,2024,2,2,25.9925,1.9,31.20571429,1.995714286,0,33.1,18.79428571,0,YES,10000,0.02,20,180,200,5000
Ahmednagar,2024,3,1,27.11066667,0.13,26.46733333,2.25,0,39.87,28.53266667,0,YES,10000,0.02,20,180,200,5000
Ahmednagar,2024,3,2,30.0378125,0.33,24.9625,1.946875,1.0378125,44.67,35.0375,0,YES,10000,0.02,20,180,200,5000
Akola,2019,1,1,20.74,0,25.31133333,1.511333333,0,20,9.688666667,0,NO,10000,0.02,20,180,200,0
Akola,2019,1,2,20.6271875,0.9,28.805,1.873125,0,24.1,11.195,0,YES,10000,0.02,20,180,200,5000
Akola,2019,2,1,23.23,0.06,28.80666667,2.344,0,29.94,16.19333333,0,YES,10000,0.02,20,180,200,5000
Akola,2019,2,2,26.07269231,1.02,24.02230769,2.256153846,0.072692308,33.98,25.97769231,0,YES,10000,0.02,20,180,200,5000
Akola,2019,3,1,26.68966667,0,23.57666667,2.199333333,0,40,31.42333333,0,YES,10000,0.02,20,180,200,5000
Akola,2019,3,2,30.2359375,0.26,17.565625,2.1175,1.2359375,44.74,42.434375,0,YES,10000,0.02,20,180,200,5000
Akola,2019,4,1,33.16666667,0.46,16.35533333,2.246,0,0,0,0,NO,10000,0.02,20,180,200,0
Akola,2019,4,2,33.83966667,4.33,18.67866667,2.404666667,0,0,0,0,NO,10000,0.02,20,180,200,0
Akola,2019,5,1,33.996,0,23.37333333,3.873333333,0,0,0,0,NO,10000,0.02,20,180,200,0
Akola,2019,5,2,35.708125,0.24,22.94625,4.034375,0,0,0,0,NO,10000,0.02,20,180,200,0
Akola,2019,6,1,36.216,13.95,33.60933333,4.122666667,8.216,31.05,26.39066667,0,YES,10000,0.02,20,180,200,5000
Akola,2019,6,2,31.091,106.86,59.58333333,3.570666667,2.091,0,5.416666667,0,YES,10000,0.02,20,180,200,5000
Akola,2019,7,1,27.58333333,92.79,78.29733333,4.22,0,0,0,0,NO,10000,0.02,20,180,200,0
Akola,2019,7,2,27.6859375,203.68,80.114375,3.555625,0,0,0,0,NO,10000,0.02,20,180,200,0
Akola,2019,8,1,25.96633333,138.61,87.288,3.971333333,0,0,0,0,NO,10000,0.02,20,180,200,0
Akola,2019,8,2,26.03125,77.77,86.00875,2.81625,0,0,0,0,NO,10000,0.02,20,180,200,0
Akola,2019,9,1,25.73566667,93.18,89.412,2.968,0,0,0,0,NO,10000,0.02,20,180,200,0
Akola,2019,9,2,26.091,139.67,88.084,1.758,0,0,0,0,NO,10000,0.02,20,180,200,0
Akola,2019,10,1,25.08866667,4.91,81.62266667,1.382,0,40.09,0,0,YES,10000,0.02,20,180,200,5000
Akola,2019,10,2,24.0540625,86.89,87.635,1.715,0,0,0,0,NO,10000,0.02,20,180,200,0
Akola,2019,11,1,23.131,21.36,83.27666667,1.392666667,0,13.64,0,0,NO,10000,0.02,20,180,200,0
Akola,2019,11,2,20.89033333,0,80.756,1.47,0,30,0,0,YES,10000,0.02,20,180,200,5000
Akola,2019,12,1,20.86833333,2.11,79.46533333,1.600666667,0,22.89,0,0,YES,10000,0.02,20,180,200,5000
Akola,2019,12,2,19.294375,5.98,75.048125,1.86875,0,14.02,0,0,NO,10000,0.02,20,180,200,0
Akola,2020,1,1,18.831,7.72,70.10133333,1.933333333,0,12.28,0,0,NO,10000,0.02,20,180,200,0
Akola,2020,1,2,20.4859375,0,63.033125,1.80125,0,25,0,0,YES,10000,0.02,20,180,200,5000
Akola,2020,2,1,21.77833333,2.21,60.716,2.172,0,27.79,0,0,YES,10000,0.02,20,180,200,5000
Akola,2020,2,2,24.97357143,0.03,31.43928571,1.94,0,34.97,18.56071429,0,YES,10000,0.02,20,180,200,5000
Akola,2020,3,1,26.49366667,3.8,31.05933333,2.435333333,0,36.2,23.94066667,0,YES,10000,0.02,20,180,200,5000
Akola,2020,3,2,28.843125,27.64,39.96625,1.6825,0,17.36,20.03375,0,YES,10000,0.02,20,180,200,5000
Akola,2020,4,1,31.82066667,2.17,25.788,1.869333333,0,0,0,0,NO,10000,0.02,20,180,200,0
Akola,2020,4,2,34.111,0.47,21.61533333,2.370666667,0,0,0,0,NO,10000,0.02,20,180,200,0
Akola,2020,5,1,35.33833333,9.99,23.99533333,2.364,0,0,0,0,NO,10000,0.02,20,180,200,0
Akola,2020,5,2,35.50875,1.68,25.038125,3.968125,0,0,0,0,NO,10000,0.02,20,180,200,0
Akola,2020,6,1,29.11666667,117.94,65.542,3.314,1.116666667,0,0,0,NO,10000,0.02,20,180,200,0
Akola,2020,6,2,28.88166667,74.71,73.92266667,2.428,0,0,0,0,NO,10000,0.02,20,180,200,0
Akola,2020,7,1,27.77433333,168.02,80.33333333,2.776666667,0,0,0,0,NO,10000,0.02,20,180,200,0
Akola,2020,7,2,27.135625,127.88,83.056875,1.839375,0,0,0,0,NO,10000,0.02,20,180,200,0
Akola,2020,8,1,26.93466667,122.83,85.56333333,2.879333333,0,0,0,0,NO,10000,0.02,20,180,200,0
Akola,2020,8,2,25.8784375,124.25,88.233125,3.21125,0,0,0,0,NO,10000,0.02,20,180,200,0
Akola,2020,9,1,26.84933333,85.93,83.19466667,1.155333333,0,0,0,0,NO,10000,0.02,20,180,200,0
Akola,2020,9,2,26.39166667,59.76,87.55466667,1.909333333,0,0,0,0,NO,10000,0.02,20,180,200,0
Akola,2020,10,1,25.51966667,34.1,84.81333333,1.804,0,10.9,0,0,NO,10000,0.02,20,180,200,0
Akola,2020,10,2,25.318125,9.69,76.075,1.149375,0,30.31,0,0,YES,10000,0.02,20,180,200,5000
Akola,2020,11,1,21.54333333,0,70.80933333,1.494,0,35,0,0,YES,10000,0.02,20,180,200,5000
Akola,2020,11,2,22.572,4.48,73.10466667,1.814,0,25.52,0,0,YES,10000,0.02,20,180,200,5000
Akola,2020,12,1,21.752,1.45,64.736,1.785333333,0,23.55,0,0,YES,10000,0.02,20,180,200,5000
Akola,2020,12,2,19.963125,0,59.18875,1.709375,0,20,0,0,NO,10000,0.02,20,180,200,0
Akola,2021,1,1,23.298,1.86,54.482,1.971333333,1.298,18.14,0,0,NO,10000,0.02,20,180,200,0
Akola,2021,1,2,23.411875,0,34.371875,1.729375,0.411875,25,5.628125,0,YES,10000,0.02,20,180,200,5000
Akola,2021,2,1,23.43466667,0,23.17933333,1.754666667,0,30,21.82066667,0,YES,10000,0.02,20,180,200,5000
Akola,2021,2,2,26.12384615,2.24,30.85461538,1.851538462,0.123846154,32.76,19.14538462,0,YES,10000,0.02,20,180,200,5000
Akola,2021,3,1,28.93466667,0.21,18.43466667,1.538666667,0.934666667,39.79,36.56533333,0,YES,10000,0.02,20,180,200,5000
Akola,2021,3,2,30.211875,14.77,27.915625,1.928125,1.211875,30.23,32.084375,0,YES,10000,0.02,20,180,200,5000
Akola,2021,4,1,31.971,4.17,18.898,1.741333333,0,0,0,0,NO,10000,0.02,20,180,200,0
Akola,2021,4,2,32.80366667,0.32,22.096,1.965333333,0,0,0,0,NO,10000,0.02,20,180,200,0
Akola,2021,5,1,33.878,9.92,31.17266667,2.570666667,0,0,0,0,NO,10000,0.02,20,180,200,0
Akola,2021,5,2,32.8896875,24.19,44.958125,4.541875,0,0,0,0,NO,10000,0.02,20,180,200,0
Akola,2021,6,1,29.784,145.72,66.22333333,3.160666667,1.784,0,0,0,NO,10000,0.02,20,180,200,0
Akola,2021,6,2,27.751,64.33,76.63866667,3.542666667,0,0,0,0,NO,10000,0.02,20,180,200,0
Akola,2021,7,1,28.604,129.96,74.69466667,2.628666667,0,0,0,0,NO,10000,0.02,20,180,200,0
Akola,2021,7,2,27.1403125,179.13,82.67125,3.63125,0,0,0,0,NO,10000,0.02,20,180,200,0
Akola,2021,8,1,26.876,15.05,80.02466667,2.83,0,49.95,0,0,YES,10000,0.02,20,180,200,5000
Akola,2021,8,2,26.5928125,142.25,84.7725,2.214375,0,0,0,0,NO,10000,0.02,20,180,200,0
Akola,2021,9,1,26.485,198.56,87.58533333,2.23,0,0,0,0,NO,10000,0.02,20,180,200,0
Akola,2021,9,2,25.842,134.16,88.16,2.316,0,0,0,0,NO,10000,0.02,20,180,200,0
Akola,2021,10,1,26.179,74.5,82.56533333,1.022,0,0,0,0,NO,10000,0.02,20,180,200,0
Akola,2021,10,2,22.4840625,57.16,76.584375,1.5175,0,0,0,0,NO,10000,0.02,20,180,200,0
Akola,2021,11,1,21.34533333,0.13,80.51733333,1.503333333,0,34.87,0,0,YES,10000,0.02,20,180,200,5000
Akola,2021,11,2,22.89966667,4.51,81.842,1.739333333,0,25.49,0,0,YES,10000,0.02,20,180,200,5000
Akola,2021,12,1,20.01166667,0.86,76.34466667,1.531333333,0,24.14,0,0,YES,10000,0.02,20,180,200,5000
Akola,2021,12,2,18.90875,15.58,67.605625,1.463125,0,4.42,0,0,NO,10000,0.02,20,180,200,0
Akola,2022,1,1,19.97966667,12.01,75.28733333,1.776666667,0,7.99,0,0,NO,10000,0.02,20,180,200,0
Akola,2022,1,2,18.5334375,0,54.228125,1.64,0,25,0,0,YES,10000,0.02,20,180,200,5000
Akola,2022,2,1,20.863,0,42.79066667,1.665333333,0,30,2.209333333,0,YES,10000,0.02,20,180,200,5000
Akola,2022,2,2,25.88346154,0.51,35.57,1.888461538,0,34.49,14.43,0,YES,10000,0.02,20,180,200,5000
Akola,2022,3,1,28.04833333,2.18,26.15866667,1.787333333,0.048333333,37.82,28.84133333,0,YES,10000,0.02,20,180,200,5000
Akola,2022,3,2,31.8409375,0,16.59625,2.264375,2.8409375,45,43.40375,0,YES,10000,0.02,20,180,200,5000
Akola,2022,4,1,33.222,0,15.104,2.074,0,0,0,0,NO,10000,0.02,20,180,200,0
Akola,2022,4,2,34.66433333,0.29,17.44533333,2.800666667,0,0,0,0,NO,10000,0.02,20,180,200,0
Akola,2022,5,1,35.76566667,0.4,22.3,3.292666667,0,0,0,0,NO,10000,0.02,20,180,200,0
Akola,2022,5,2,34.6453125,5.43,33.93125,4.196875,0,0,0,0,NO,10000,0.02,20,180,200,0
Akola,2022,6,1,33.29733333,44.36,42.334,4.035333333,5.297333333,0.64,17.666,0,YES,10000,0.02,20,180,200,5000
Akola,2022,6,2,28.14133333,183.2,77.22266667,2.578666667,0,0,0,0,NO,10000,0.02,20,180,200,0
Akola,2022,7,1,26.295,299.13,87.05066667,4.216,0,0,0,0,NO,10000,0.02,20,180,200,0
Akola,2022,7,2,25.829375,185.24,87.921875,3.124375,0,0,0,0,NO,10000,0.02,20,180,200,0
Akola,2022,8,1,25.86866667,143.16,88.83666667,3.009333333,0,0,0,0,NO,10000,0.02,20,180,200,0
Akola,2022,8,2,25.908125,30.11,86.2425,2.78875,0,39.89,0,0,YES,10000,0.02,20,180,200,5000
Akola,2022,9,1,26.41966667,155.46,87.32533333,1.919333333,0,0,0,0,NO,10000,0.02,20,180,200,0
Akola,2022,9,2,25.441,41.05,86.74933333,2.324,0,8.95,0,0,NO,10000,0.02,20,180,200,0
Akola,2022,10,1,25.327,84.19,87.16333333,2.14,0,0,0,0,NO,10000,0.02,20,180,200,0
Akola,2022,10,2,22.875625,15.46,78.2575,1.489375,0,24.54,0,0,YES,10000,0.02,20,180,200,5000
Akola,2022,11,1,21.746,0,74.39133333,1.280666667,0,35,0,0,YES,10000,0.02,20,180,200,5000
Akola,2022,11,2,19.45933333,0,68.144,1.262,0,30,0,0,YES,10000,0.02,20,180,200,5000
Akola,2022,12,1,21.111,5.28,73.236,1.492,0,19.72,0,0,NO,10000,0.02,20,180,200,0
Akola,2022,12,2,22.245,0,61.29375,1.3125,0,20,0,0,NO,10000,0.02,20,180,200,0
Akola,2023,1,1,19.56833333,0.08,54.884,1.482,0,19.92,0,0,NO,10000,0.02,20,180,200,0
Akola,2023,1,2,23.010625,0.45,49.94375,1.89375,0.010625,24.55,0,0,YES,10000,0.02,20,180,200,5000
Akola,2023,2,1,23.70633333,0,21.39133333,1.702666667,0,30,23.60866667,0,YES,10000,0.02,20,180,200,5000
Akola,2023,2,2,26.61,0,17.19461538,1.631538462,0.61,35,32.80538462,0,YES,10000,0.02,20,180,200,5000
