DISTRICT,YEAR,MONTH,FORTNIGHT,MEAN_TEMP,RAINFALL,HUMIDITY,WIND_SPEED
Ahmednagar,2022,4,2,32.470333333333336,1.54,25.589333333333336,2.6366666666666663
Ahmednagar,2022,5,1,32.649,0.13999999999999999,35.019999999999996,3.7213333333333334
Ahmednagar,2022,5,2,31.560312500000002,6.66,47.724375,4.511875
Ahmednagar,2022,6,1,30.261000000000003,24.2,54.36533333333333,3.740666666666667
Ahmednagar,2022,6,2,27.280333333333335,140.86999999999998,72.91733333333333,3.51
Ahmednagar,2022,7,1,25.494,104.50999999999999,82.69266666666665,5.622
Ahmednagar,2022,7,2,25.751875,61.26,81.65625,3.685625
Ahmednagar,2022,8,1,25.354666666666667,120.22999999999999,83.79666666666667,4.546
Ahmednagar,2022,8,2,25.669062500000003,28.25,80.635,3.63
Ahmednagar,2022,9,1,25.809333333333335,133.56,84.59733333333334,2.3006666666666664
Ahmednagar,2022,9,2,24.72833333333333,62.5,84.28933333333333,2.832666666666667
Ahmednagar,2022,10,1,24.60033333333333,88.72,84.64,2.3406666666666665
Ahmednagar,2022,10,2,22.2115625,53.68,77.61375,2.033125
Ahmednagar,2022,11,1,21.215333333333334,0.0,74.43266666666666,1.7706666666666666
Ahmednagar,2022,11,2,20.203,0.01,73.32733333333334,1.6426666666666667
Ahmednagar,2022,12,1,21.65,9.86,73.946,1.806
Ahmednagar,2022,12,2,22.0953125,0.0,62.683749999999996,1.466875
Ahmednagar,2023,1,1,20.136333333333333,0.0,56.85,1.7053333333333334
Ahmednagar,2023,1,2,22.012812500000003,4.55,52.640625,1.73125
Ahmednagar,2023,2,1,23.516666666666666,0.0,28.112666666666666,1.9726666666666666
Ahmednagar,2023,2,2,25.740000000000002,0.0,18.157692307692308,1.7492307692307691
Ahmednagar,2023,3,1,27.159333333333333,4.92,28.281333333333336,1.8253333333333333
Ahmednagar,2023,3,2,25.736562499999998,9.73,44.19,2.435625
Ahmednagar,2023,4,1,29.266,7.0,35.542,2.1286666666666667
Ahmednagar,2023,4,2,30.446333333333335,28.67,34.59,2.118
Ahmednagar,2023,5,1,30.016666666666666,10.78,45.924,2.4339999999999997
Ahmednagar,2023,5,2,32.20125,1.89,36.31375,3.574375
Ahmednagar,2023,6,1,31.441333333333333,10.3,48.827999999999996,4.568666666666667
Ahmednagar,2023,6,2,28.903999999999996,34.69,62.79600000000001,5.3966666666666665
Ahmednagar,2023,7,1,26.768333333333334,81.14,77.40933333333334,4.646
Ahmednagar,2023,7,2,26.0796875,75.03,80.900625,5.77125
Ahmednagar,2023,8,1,26.395333333333333,10.83,76.41066666666667,5.042666666666666
Ahmednagar,2023,8,2,27.020625000000003,14.86,73.350625,3.86375
Ahmednagar,2023,9,1,27.015333333333334,42.42,75.16866666666667,3.8766666666666665
Ahmednagar,2023,9,2,26.312,120.45,80.96466666666667,2.8146666666666667
Ahmednagar,2023,10,1,25.824666666666666,16.240000000000002,71.86466666666666,1.998
Ahmednagar,2023,10,2,25.0984375,0.46,62.39125,1.830625
Ahmednagar,2023,11,1,24.567,5.3100000000000005,64.43066666666667,1.8193333333333332
Ahmednagar,2023,11,2,24.34433333333333,34.29,62.592666666666666,2.0126666666666666
Ahmednagar,2023,12,1,22.818333333333335,6.4799999999999995,67.67533333333333,1.9373333333333334
Ahmednagar,2023,12,2,21.876875,0.0,49.68875,2.065625
Ahmednagar,2024,1,1,23.58566666666667,5.37,47.438,1.924
Ahmednagar,2024,1,2,22.28875,0.0,33.238125,1.7725
Ahmednagar,2024,2,1,24.997999999999998,0.01,31.509999999999998,1.7633333333333332
Ahmednagar,2024,2,2,25.9925,1.9,31.205714285714286,1.9957142857142858
Ahmednagar,2024,3,1,27.110666666666663,0.13,26.467333333333332,2.25
Ahmednagar,2024,3,2,30.0378125,0.33,24.9625,1.946875
Akola,2019,1,1,20.740000000000002,0.0,25.311333333333334,1.5113333333333334
Akola,2019,1,2,20.627187499999998,0.9,28.805,1.873125
Akola,2019,2,1,23.23,0.06,28.80666666666667,2.344
Akola,2019,2,2,26.072692307692307,1.02,24.022307692307695,2.256153846153846
Akola,2019,3,1,26.689666666666668,0.0,23.576666666666664,2.1993333333333336
Akola,2019,3,2,30.2359375,0.26,17.565625,2.1175
Akola,2019,4,1,33.166666666666664,0.46,16.355333333333334,2.246
Akola,2019,4,2,33.83966666666667,4.33,18.67866666666667,2.4046666666666665
Akola,2019,5,1,33.996,0.0,23.373333333333335,3.8733333333333335
Akola,2019,5,2,35.708124999999995,0.24,22.94625,4.034375
Akola,2019,6,1,36.216,13.950000000000001,33.60933333333333,4.1226666666666665
Akola,2019,6,2,31.090999999999998,106.86,59.583333333333336,3.570666666666667
Akola,2019,7,1,27.583333333333336,92.79,78.29733333333334,4.220000000000001
Akola,2019,7,2,27.6859375,203.68,80.114375,3.555625
Akola,2019,8,1,25.96633333333333,138.61,87.288,3.9713333333333334
Akola,2019,8,2,26.03125,77.77,86.00875,2.81625
Akola,2019,9,1,25.735666666666667,93.18,89.412,2.9679999999999995
Akola,2019,9,2,26.091,139.67000000000002,88.084,1.758
Akola,2019,10,1,25.08866666666667,4.91,81.62266666666666,1.3820000000000001
Akola,2019,10,2,24.0540625,86.89,87.635,1.7149999999999999
Akola,2019,11,1,23.131,21.36,83.27666666666667,1.3926666666666667
Akola,2019,11,2,20.890333333333334,0.0,80.756,1.47
Akola,2019,12,1,20.868333333333332,2.11,79.46533333333333,1.6006666666666667
Akola,2019,12,2,19.294375,5.98,75.048125,1.86875
Akola,2020,1,1,18.831,7.72,70.10133333333333,1.9333333333333333
Akola,2020,1,2,20.4859375,0.0,63.033125,1.80125
Akola,2020,2,1,21.778333333333332,2.21,60.716,2.1719999999999997
Akola,2020,2,2,24.97357142857143,0.030000000000000002,31.439285714285713,1.94
Akola,2020,3,1,26.49366666666667,3.8,31.05933333333333,2.4353333333333333
Akola,2020,3,2,28.843125,27.64,39.96625,1.6825
Akola,2020,4,1,31.820666666666668,2.17,25.788,1.8693333333333333
Akola,2020,4,2,34.111,0.47000000000000003,21.615333333333336,2.3706666666666667
Akola,2020,5,1,35.33833333333333,9.99,23.995333333333335,2.364
Akola,2020,5,2,35.50875,1.6800000000000002,25.038125,3.968125
Akola,2020,6,1,29.116666666666664,117.94,65.542,3.314
Akola,2020,6,2,28.881666666666668,74.71000000000001,73.92266666666666,2.428
Akola,2020,7,1,27.77433333333333,168.01999999999998,80.33333333333333,2.7766666666666664
Akola,2020,7,2,27.135625,127.88,83.056875,1.839375
Akola,2020,8,1,26.934666666666665,122.83,85.56333333333333,2.8793333333333333
Akola,2020,8,2,25.878437499999997,124.25,88.233125,3.21125
Akola,2020,9,1,26.849333333333334,85.93,83.19466666666668,1.1553333333333333
Akola,2020,9,2,26.391666666666666,59.76,87.55466666666666,1.9093333333333333
Akola,2020,10,1,25.519666666666666,34.1,84.81333333333333,1.8039999999999998
Akola,2020,10,2,25.318125000000002,9.69,76.075,1.149375
Akola,2020,11,1,21.543333333333337,0.0,70.80933333333334,1.494
Akola,2020,11,2,22.572000000000003,4.48,73.10466666666666,1.814
Akola,2020,12,1,21.752000000000002,1.45,64.736,1.7853333333333334
Akola,2020,12,2,19.963125,0.0,59.18875,1.709375
Akola,2021,1,1,23.298000000000002,1.86,54.482,1.9713333333333334
Akola,2021,1,2,23.411875,0.0,34.371875,1.729375
Akola,2021,2,1,23.434666666666665,0.0,23.179333333333332,1.7546666666666666
Akola,2021,2,2,26.123846153846152,2.24,30.854615384615386,1.8515384615384616
Akola,2021,3,1,28.93466666666667,0.21,18.434666666666665,1.5386666666666666
Akola,2021,3,2,30.211875,14.77,27.915625,1.928125
Akola,2021,4,1,31.971,4.17,18.898000000000003,1.7413333333333334
Akola,2021,4,2,32.803666666666665,0.32,22.096,1.9653333333333334
Akola,2021,5,1,33.878,9.92,31.172666666666668,2.570666666666667
Akola,2021,5,2,32.8896875,24.19,44.958125,4.541875
Akola,2021,6,1,29.784,145.72,66.22333333333333,3.1606666666666663
Akola,2021,6,2,27.750999999999998,64.33,76.63866666666667,3.542666666666667
Akola,2021,7,1,28.604,129.96,74.69466666666668,2.6286666666666667
Akola,2021,7,2,27.1403125,179.13,82.67125,3.63125
Akola,2021,8,1,26.876,15.049999999999999,80.02466666666668,2.83
Akola,2021,8,2,26.5928125,142.25,84.77250000000001,2.214375
Akola,2021,9,1,26.485,198.56,87.58533333333334,2.23
Akola,2021,9,2,25.842,134.16,88.16000000000001,2.3160000000000003
Akola,2021,10,1,26.179000000000002,74.5,82.56533333333333,1.022
Akola,2021,10,2,22.4840625,57.16,76.584375,1.5175
Akola,2021,11,1,21.345333333333336,0.13,80.51733333333333,1.5033333333333334
Akola,2021,11,2,22.899666666666665,4.51,81.842,1.7393333333333334
Akola,2021,12,1,20.011666666666667,0.86,76.34466666666667,1.5313333333333332
Akola,2021,12,2,18.908749999999998,15.579999999999998,67.605625,1.463125
Akola,2022,1,1,19.979666666666667,12.01,75.28733333333334,1.7766666666666666
Akola,2022,1,2,18.533437499999998,0.0,54.228125,1.6400000000000001
Akola,2022,2,1,20.863,0.0,42.79066666666667,1.6653333333333333
Akola,2022,2,2,25.88346153846154,0.51,35.57,1.8884615384615384
Akola,2022,3,1,28.048333333333332,2.1799999999999997,26.158666666666665,1.7873333333333332
Akola,2022,3,2,31.840937500000003,0.0,16.59625,2.264375
Akola,2022,4,1,33.222,0.0,15.104000000000001,2.074
Akola,2022,4,2,34.66433333333334,0.29,17.445333333333334,2.8006666666666664
Akola,2022,5,1,35.76566666666666,0.4000000000000001,22.3,3.292666666666667
Akola,2022,5,2,34.6453125,5.43,33.93125,4.196875
Akola,2022,6,1,33.297333333333334,44.36,42.333999999999996,4.035333333333333
Akola,2022,6,2,28.141333333333336,183.2,77.22266666666665,2.5786666666666664
Akola,2022,7,1,26.295,299.13,87.05066666666667,4.216
Akola,2022,7,2,25.829375,185.24,87.921875,3.124375
Akola,2022,8,1,25.868666666666666,143.16,88.83666666666666,3.009333333333333
Akola,2022,8,2,25.908125,30.11,86.2425,2.78875
Akola,2022,9,1,26.419666666666664,155.46,87.32533333333335,1.9193333333333333
Akola,2022,9,2,25.441,41.05,86.74933333333334,2.324
Akola,2022,10,1,25.326999999999998,84.19,87.16333333333334,2.14
Akola,2022,10,2,22.875625,15.46,78.2575,1.489375
Akola,2022,11,1,21.746000000000002,0.0,74.39133333333332,1.2806666666666666
Akola,2022,11,2,19.459333333333333,0.0,68.14399999999999,1.262
Akola,2022,12,1,21.110999999999997,5.28,73.236,1.492
Akola,2022,12,2,22.245,0.0,61.29375,1.3125
Akola,2023,1,1,19.568333333333335,0.08,54.884,1.482
Akola,2023,1,2,23.010625,0.44999999999999996,49.94375,1.89375
Akola,2023,2,1,23.706333333333333,0.0,21.391333333333332,1.7026666666666666
Akola,2023,2,2,26.61,0.0,17.194615384615386,1.6315384615384616
Akola,2023,3,1,28.289666666666665,5.72,24.900666666666666,1.3193333333333332
Akola,2023,3,2,27.339999999999996,9.15,37.685,2.271875
Akola,2023,4,1,29.532666666666664,25.55,38.132,2.0973333333333333
Akola,2023,4,2,30.803,38.84,36.94266666666667,2.2293333333333334
Akola,2023,5,1,31.343666666666667,14.56,44.284666666666666,2.4306666666666668
Akola,2023,5,2,34.5284375,2.44,29.323125,3.874375
Akola,2023,6,1,34.50966666666667,10.89,36.11466666666667,4.339333333333333
Akola,2023,6,2,31.024333333333335,37.25,54.949333333333335,4.637333333333333
Akola,2023,7,1,28.264666666666663,216.15,78.136,3.6166666666666667
Akola,2023,7,2,26.9703125,227.99,85.554375,4.283125
Akola,2023,8,1,26.329333333333338,21.32,82.72733333333333,3.5733333333333333
Akola,2023,8,2,26.204375,55.550000000000004,83.15875,2.8806249999999998
Akola,2023,9,1,26.361666666666665,80.27,84.36466666666666,3.207333333333333
Akola,2023,9,2,26.296333333333333,109.42,85.50866666666667,1.8946666666666667
Akola,2023,10,1,25.584,1.07,76.57866666666668,1.628
Akola,2023,10,2,24.3034375,5.080000000000001,69.266875,1.451875
Akola,2023,11,1,23.917333333333332,0.02,65.138,1.6753333333333333
Akola,2023,11,2,22.845,83.48,72.21466666666667,1.8466666666666667
Akola,2023,12,1,21.866666666666667,2.69,74.95800000000001,1.758
Akola,2023,12,2,20.0584375,0.0,61.805625,1.674375
Akola,2024,1,1,22.784000000000002,0.56,60.69866666666667,2.098
Akola,2024,1,2,21.6825,0.0,36.480625,1.631875
Akola,2024,2,1,25.002000000000002,0.2,33.489333333333335,1.7153333333333334
Akola,2024,2,2,26.389285714285712,6.07,32.04785714285715,1.9235714285714285
Akola,2024,3,1,27.342333333333336,0.87,25.072666666666667,2.086666666666667
Akola,2024,3,2,30.994062500000002,3.51,23.79,1.6225
Amravati,2019,1,1,20.16166666666667,0.0,27.756666666666668,1.526
Amravati,2019,1,2,20.39375,3.78,28.5125,1.828125
Amravati,2019,2,1,22.561,0.5,28.248,2.2386666666666666
Amravati,2019,2,2,25.924999999999997,0.71,24.948461538461537,2.3284615384615384
Amravati,2019,3,1,27.046333333333337,0.7200000000000001,24.179333333333332,2.2746666666666666
Amravati,2019,3,2,30.497500000000002,1.69,18.485625,2.190625
Amravati,2019,4,1,33.58433333333333,0.49,15.183333333333334,2.203333333333333
Amravati,2019,4,2,34.10133333333333,6.92,19.61,2.1413333333333333
Amravati,2019,5,1,34.82866666666666,0.01,20.087333333333333,3.836
Amravati,2019,5,2,36.564375,0.26,20.97375,3.85375
Amravati,2019,6,1,37.20633333333333,12.100000000000001,30.279999999999998,3.8593333333333333
Amravati,2019,6,2,32.116,87.24000000000001,57.288,3.412
Amravati,2019,7,1,27.872666666666667,67.45,78.26666666666667,4.299333333333333
Amravati,2019,7,2,28.2890625,225.34,78.36125,3.619375
Amravati,2019,8,1,25.890333333333334,157.84,88.49733333333333,4.048666666666667
Amravati,2019,8,2,26.0246875,101.61,87.34,2.94875
Amravati,2019,9,1,25.826666666666668,120.78999999999999,91.132,3.136
Amravati,2019,9,2,25.889666666666667,133.97,89.556,1.8413333333333335
Amravati,2019,10,1,24.945999999999998,4.22,81.562,1.3586666666666667
Amravati,2019,10,2,23.69625,64.59,86.91375,1.7193749999999999
Amravati,2019,11,1,22.95133333333333,9.08,82.00133333333333,1.322
Amravati,2019,11,2,20.705666666666666,0.0,79.20266666666666,1.3833333333333333
Amravati,2019,12,1,20.734333333333336,5.92,77.24733333333333,1.5693333333333332
Amravati,2019,12,2,18.993125,5.93,70.823125,1.869375
Amravati,2020,1,1,18.119666666666667,21.64,69.12666666666668,1.988
Amravati,2020,1,2,20.215625,0.04,61.150625,1.885
Amravati,2020,2,1,21.095333333333336,3.88,59.186,2.0466666666666664
Amravati,2020,2,2,24.65607142857143,0.24,32.995,1.94
Amravati,2020,3,1,26.154333333333334,6.72,31.136,2.5006666666666666
Amravati,2020,3,2,28.150000000000002,31.37,43.059375,1.650625
Amravati,2020,4,1,31.848666666666666,2.27,25.871333333333332,1.8866666666666665
Amravati,2020,4,2,34.123666666666665,3.09,21.802666666666667,2.2939999999999996
Amravati,2020,5,1,35.40766666666667,13.71,25.69066666666667,2.2246666666666663
Amravati,2020,5,2,35.925625000000004,4.89,23.880625000000002,3.5524999999999998
Amravati,2020,6,1,29.467,110.12,65.18599999999999,3.170666666666667
Amravati,2020,6,2,29.166666666666664,74.12,73.18933333333332,2.42
Amravati,2020,7,1,28.124000000000002,158.89,80.16933333333333,2.522666666666667
Amravati,2020,7,2,27.4365625,138.6,83.3375,1.650625
Amravati,2020,8,1,26.991666666666667,155.03,86.64533333333334,2.9066666666666667
Amravati,2020,8,2,25.7828125,167.01,89.90875,3.21625
Amravati,2020,9,1,26.862333333333332,73.91,83.18533333333333,1.1486666666666667
Amravati,2020,9,2,26.60033333333333,68.41,86.93066666666667,1.7066666666666666
Amravati,2020,10,1,25.584666666666667,29.89,84.234,1.7786666666666666
Amravati,2020,10,2,25.010624999999997,11.2,75.809375,1.206875
Amravati,2020,11,1,21.457666666666665,0.0,68.33066666666667,1.594
Amravati,2020,11,2,22.447333333333333,5.619999999999999,70.79933333333334,1.808
Amravati,2020,12,1,21.563666666666666,1.42,63.94533333333333,1.6406666666666667
Amravati,2020,12,2,19.749375,0.0,55.59875,1.651875
Amravati,2021,1,1,22.945,0.97,51.78866666666667,1.966
Amravati,2021,1,2,22.8896875,0.58,32.674375,1.76375
Amravati,2021,2,1,23.02733333333333,0.01,23.694666666666667,1.6553333333333335
Amravati,2021,2,2,25.751923076923077,2.66,30.766923076923078,1.8484615384615386
Amravati,2021,3,1,28.611999999999995,0.71,19.406000000000002,1.6326666666666667
Amravati,2021,3,2,30.0128125,19.6,30.17875,1.885625
Amravati,2021,4,1,32.15466666666667,6.8999999999999995,18.36466666666667,1.6206666666666665
Amravati,2021,4,2,33.141,0.42,21.249333333333333,1.7766666666666666
Amravati,2021,5,1,34.37433333333333,11.479999999999999,29.333333333333332,2.454
Amravati,2021,5,2,33.095937500000005,26.330000000000002,44.6225,4.09375
Amravati,2021,6,1,29.956666666666663,152.22,66.09866666666667,3.1686666666666667
Amravati,2021,6,2,27.712666666666667,65.5,78.04066666666667,3.4133333333333336
Amravati,2021,7,1,28.642333333333333,99.58,75.908,2.508
Amravati,2021,7,2,27.0559375,163.70000000000002,84.253125,3.631875
Amravati,2021,8,1,26.483,12.14,82.82466666666666,2.9513333333333334
Amravati,2021,8,2,26.825937500000002,149.39,85.258125,2.125
Amravati,2021,9,1,26.509333333333334,231.0,88.30466666666666,2.1526666666666667
Amravati,2021,9,2,26.311666666666664,98.66,87.89933333333333,2.0466666666666664
Amravati,2021,10,1,26.303666666666665,73.34,80.81866666666666,1.058
Amravati,2021,10,2,22.55125,38.309999999999995,75.576875,1.590625
Amravati,2021,11,1,21.227333333333334,0.1,77.358,1.6133333333333333
Amravati,2021,11,2,22.837333333333333,7.57,77.42466666666665,1.7773333333333334
Amravati,2021,12,1,20.296,0.09,69.57866666666668,1.6039999999999999
Amravati,2021,12,2,19.2275,7.930000000000001,62.317499999999995,1.4324999999999999
Amravati,2022,1,1,19.751666666666665,20.96,72.98933333333333,1.7933333333333332
Amravati,2022,1,2,18.6046875,0.08,51.648125,1.658125
Amravati,2022,2,1,20.899,0.18,37.352,1.7373333333333332
Amravati,2022,2,2,25.38346153846154,2.83,35.07230769230769,1.9784615384615383
Amravati,2022,3,1,28.228,1.05,25.372666666666667,1.762
Amravati,2022,3,2,32.409687500000004,0.0,15.8425,2.2525
Amravati,2022,4,1,33.943666666666665,0.01,14.212,2.0606666666666666
Amravati,2022,4,2,35.342666666666666,0.08,16.102666666666668,2.8579999999999997
Amravati,2022,5,1,36.345666666666666,0.48,20.636,3.131333333333333
Amravati,2022,5,2,35.0803125,7.2299999999999995,32.101875,3.9925
Amravati,2022,6,1,34.40566666666667,33.48,38.303999999999995,4.1626666666666665
Amravati,2022,6,2,28.67,135.89,75.55066666666667,2.35
Amravati,2022,7,1,26.643,309.74,87.13533333333334,3.8866666666666663
Amravati,2022,7,2,25.838437499999998,238.97,89.3675,3.1393750000000002
Amravati,2022,8,1,25.965333333333334,209.81,90.35666666666665,2.838
Amravati,2022,8,2,25.803125,50.260000000000005,87.8025,2.82625
Amravati,2022,9,1,26.468,193.01000000000002,87.95733333333332,1.8033333333333335
Amravati,2022,9,2,25.624333333333333,34.5,87.15466666666666,2.320666666666667
Amravati,2022,10,1,25.408,73.78,86.76066666666665,2.084
Amravati,2022,10,2,22.695625,13.209999999999999,77.81375,1.4537499999999999
Amravati,2022,11,1,21.666333333333334,0.0,74.94133333333333,1.2126666666666668
Amravati,2022,11,2,19.52133333333333,0.0,65.38133333333333,1.3526666666666667
Amravati,2022,12,1,21.176000000000002,6.59,69.402,1.6413333333333333
Amravati,2022,12,2,21.9796875,0.25,60.6475,1.48875
Amravati,2023,1,1,19.875999999999998,0.7100000000000001,48.70333333333333,1.674
Amravati,2023,1,2,23.1396875,0.09999999999999999,47.68125,2.074375
Amravati,2023,2,1,23.825000000000003,0.0,20.392666666666667,1.834
Amravati,2023,2,2,26.792692307692306,0.0,18.075384615384614,1.7846153846153845
Amravati,2023,3,1,28.399333333333338,1.97,23.63066666666667,1.3573333333333333
Amravati,2023,3,2,27.361562499999998,12.690000000000001,37.61625,2.1675
Amravati,2023,4,1,30.195,19.27,34.58866666666667,2.298666666666667
Amravati,2023,4,2,30.756666666666668,52.14,38.882666666666665,2.098
Amravati,2023,5,1,31.117666666666665,18.98,45.583999999999996,2.2199999999999998
Amravati,2023,5,2,34.9071875,3.4499999999999997,29.1925,3.680625
Amravati,2023,6,1,35.33866666666666,11.74,33.23466666666666,4.088666666666667
Amravati,2023,6,2,30.895666666666667,73.47,58.846000000000004,4.291333333333333
Amravati,2023,7,1,28.379666666666665,184.25,79.41266666666667,3.252666666666667
Amravati,2023,7,2,27.2425,237.21,87.05125,3.8049999999999997
Amravati,2023,8,1,26.12233333333333,31.810000000000002,85.09333333333333,3.591333333333333
Amravati,2023,8,2,26.244375,76.2,84.879375,2.9275
Amravati,2023,9,1,26.546333333333333,116.72,86.18,2.8366666666666664
Amravati,2023,9,2,26.407333333333334,129.66,85.29866666666666,1.788
Amravati,2023,10,1,25.531666666666666,0.6699999999999999,77.09333333333333,1.6213333333333333
Amravati,2023,10,2,23.5184375,7.5,72.97875,1.410625
